Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.02   33240/33240       std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::push_back(NgramList::Ngram const&) [22]
                0.00    0.00   33241/119990      std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::end() [24]
                0.00    0.00       1/1           std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::begin() [60]
                0.00    0.00   66480/86749       std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::operator->() const [76]
                0.00    0.00   33241/33241       bool std::__detail::operator!=<std::pair<std::string const, int>, false>(std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&, std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&) [92]
                0.00    0.00   33240/33240       NgramList::Ngram::Ngram() [93]
                0.00    0.00   33240/33240       std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::operator++(int) [108]
-----------------------------------------------
                0.01    0.01  131107/131107      std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [7]
[16]     6.7    0.01    0.01  131107         bool std::operator!=<std::string*, std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [16]
                0.01    0.00  131107/131107      bool std::operator==<std::string*, std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [33]
-----------------------------------------------
                0.01    0.01  131071/131071      std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [7]
[17]     6.7    0.01    0.01  131071         void std::_Construct<std::string, std::string>(std::string*, std::string&&) [17]
                0.01    0.00  131071/131071      std::string&& std::forward<std::string>(std::identity<std::string>::type&&) [35]
                0.00    0.00  131071/331664      operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.01   33240/86749       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<std::string const, int> const&, std::integral_constant<bool, true>) [12]
                0.00    0.01   53509/86749       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&) [14]
[18]     6.7    0.00    0.02   86749         std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::string const&, unsigned long) const [18]
                0.00    0.02   76492/76492       std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, int>, false>*) const [20]
-----------------------------------------------
                0.02    0.00   76492/76492       std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, int>, false>*) const [20]
[19]     6.7    0.02    0.00   76492         std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int>&) const [19]
-----------------------------------------------
                0.00    0.02   76492/76492       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::string const&, unsigned long) const [18]
[20]     6.7    0.00    0.02   76492         std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, int>, false>*) const [20]
                0.02    0.00   76492/76492       std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int>&) const [19]
                0.00    0.00   76492/76492       std::equal_to<std::string>::operator()(std::string const&, std::string const&) const [77]
-----------------------------------------------
                0.02    0.00   33240/33240       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<std::string const, int> const&, std::integral_constant<bool, true>) [12]
[21]     6.7    0.02    0.00   33240         std::pair<std::__decay_and_strip<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>, bool>(std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>&&, bool&&) [21]
                0.00    0.00   33240/132960      bool&& std::forward<bool>(std::identity<bool>::type&&) [69]
                0.00    0.00   33240/66480       std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>&& std::forward<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false> >(std::identity<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false> >::type&&) [81]
                0.00    0.00   33240/33240       std::pair<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>, bool>::pair<std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>, bool>(std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>&&, bool&&) [105]
-----------------------------------------------
                0.00    0.02   33240/33240       NgramList::populateVector(std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >&) [15]
[22]     6.5    0.00    0.02   33240         std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::push_back(NgramList::Ngram const&) [22]
                0.00    0.02      17/17          void std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_insert_aux<NgramList::Ngram const&>(__gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >, NgramList::Ngram const&&&) [23]
                0.00    0.00   33223/33240       __gnu_cxx::new_allocator<NgramList::Ngram>::construct(NgramList::Ngram*, NgramList::Ngram const&) [94]
                0.00    0.00      17/17          std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::end() [158]
-----------------------------------------------
                0.00    0.02      17/17          std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::push_back(NgramList::Ngram const&) [22]
[23]     6.5    0.00    0.02      17         void std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_insert_aux<NgramList::Ngram const&>(__gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >, NgramList::Ngram const&&&) [23]
                0.00    0.01      34/34          NgramList::Ngram* std::__uninitialized_move_a<NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram> >(NgramList::Ngram*, NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [44]
                0.00    0.01      17/18          void std::_Destroy<NgramList::Ngram*, NgramList::Ngram>(NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [50]
                0.00    0.00      51/52          std::_Vector_base<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_get_Tp_allocator() [128]
                0.00    0.00      34/68          __gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >::base() const [122]
                0.00    0.00      17/17          std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_check_len(unsigned long, char const*) const [156]
                0.00    0.00      17/17          std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::begin() [159]
                0.00    0.00      17/17          __gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >::difference_type __gnu_cxx::operator-<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >(__gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > > const&, __gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > > const&) [155]
                0.00    0.00      17/17          std::_Vector_base<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_allocate(unsigned long) [157]
                0.00    0.00      17/17          NgramList::Ngram const&&& std::forward<NgramList::Ngram const&>(std::identity<NgramList::Ngram const&>::type&&) [160]
                0.00    0.00      17/33240       __gnu_cxx::new_allocator<NgramList::Ngram>::construct(NgramList::Ngram*, NgramList::Ngram const&) [94]
                0.00    0.00      17/18          std::_Vector_base<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_deallocate(NgramList::Ngram*, unsigned long) [148]
-----------------------------------------------
                0.00    0.00   33240/119990      std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&) [14]
                0.00    0.00   33241/119990      NgramList::populateVector(std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >&) [15]
                0.00    0.00   53509/119990      NgramList::insertNgram(std::string) [3]
[24]     5.6    0.01    0.01  119990         std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::end() [24]
                0.00    0.01  119990/119991      std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [51]
-----------------------------------------------
                0.00    0.02   33240/33240       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<std::string const, int> const&, std::integral_constant<bool, true>) [12]
[25]     5.3    0.00    0.02   33240         std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<std::string const, int> const&, unsigned long, unsigned long) [25]
                0.01    0.00      12/12          std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_rehash(unsigned long) [26]
                0.00    0.00   33240/53509       std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [54]
                0.00    0.00      12/86761       std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [52]
                0.00    0.00   33240/33240       std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const [101]
                0.00    0.00   33240/33240       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<std::string const, int> const&) [102]
                0.00    0.00   33240/33240       std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, unsigned long) const [100]
                0.00    0.00      12/93758       std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int> const&) const [75]
-----------------------------------------------
                0.01    0.00      12/12          std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<std::string const, int> const&, unsigned long, unsigned long) [25]
[26]     4.7    0.01    0.00      12         std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_rehash(unsigned long) [26]
                0.00    0.00   60506/60506       std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<std::string const, int>, false> const*, unsigned long) const [53]
                0.00    0.00      12/13          std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [164]
                0.00    0.00      12/13          std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**, unsigned long) [165]
-----------------------------------------------
                0.01    0.00  199649/199649      void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [45]
[27]     3.3    0.01    0.00  199649         void std::_Destroy<std::string>(std::string*) [27]
-----------------------------------------------
                0.00    0.00   68579/190696      NgramList::NgramList(int, WordList const&) [2]
                0.01    0.00  122117/190696      NgramList::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [13]
[28]     3.3    0.01    0.00  190696         bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [28]
                0.00    0.00  381392/381392      __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [65]
-----------------------------------------------
                0.00    0.00   68578/175626      NgramList::NgramList(int, WordList const&) [2]
                0.01    0.00  107048/175626      NgramList::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [13]
[29]     3.3    0.01    0.00  175626         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [29]
                0.00    0.00  175626/312784      __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [67]
-----------------------------------------------
                0.00    0.00       1/173501      std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator() [59]
                0.00    0.00   53509/173501      std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [54]
                0.01    0.00  119991/173501      std::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [51]
[30]     3.3    0.01    0.00  173501         std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false>::_Hashtable_iterator_base(std::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [30]
-----------------------------------------------
                0.00    0.00   60506/147267      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<std::string const, int>, false> const*, unsigned long) const [53]
                0.01    0.00   86761/147267      std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [52]
[31]     3.3    0.01    0.00  147267         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [31]
-----------------------------------------------
                0.01    0.00  137157/137157      NgramList::NgramList(int, WordList const&) [2]
[32]     3.3    0.01    0.00  137157         std::vector<std::string, std::allocator<std::string> >::end() const [32]
                0.00    0.00  137157/312784      __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [67]
-----------------------------------------------
                0.01    0.00  131107/131107      bool std::operator!=<std::string*, std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [16]
[33]     3.3    0.01    0.00  131107         bool std::operator==<std::string*, std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [33]
                0.00    0.00  262214/262214      std::move_iterator<std::string*>::base() const [68]
-----------------------------------------------
                0.01    0.00  131071/131071      std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [7]
[34]     3.3    0.01    0.00  131071         std::move_iterator<std::string*>::operator++() [34]
-----------------------------------------------
                0.01    0.00  131071/131071      void std::_Construct<std::string, std::string>(std::string*, std::string&&) [17]
[35]     3.3    0.01    0.00  131071         std::string&& std::forward<std::string>(std::identity<std::string>::type&&) [35]
-----------------------------------------------
                0.01    0.00  122116/122116      NgramList::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [13]
[36]     3.3    0.01    0.00  122116         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [36]
-----------------------------------------------
                0.01    0.00   98775/98775       void std::_Destroy<NgramList::Ngram>(NgramList::Ngram*) [38]
[37]     3.3    0.01    0.00   98775         NgramList::Ngram::~Ngram() [37]
-----------------------------------------------
                0.00    0.01   98775/98775       void std::_Destroy_aux<false>::__destroy<NgramList::Ngram*>(NgramList::Ngram*, NgramList::Ngram*) [48]
[38]     3.3    0.00    0.01   98775         void std::_Destroy<NgramList::Ngram>(NgramList::Ngram*) [38]
                0.01    0.00   98775/98775       NgramList::Ngram::~Ngram() [37]
-----------------------------------------------
                0.00    0.00   33240/86749       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert(std::pair<std::string const, int> const&, std::integral_constant<bool, true>) [12]
                0.01    0.00   53509/86749       std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&) [14]
[39]     3.3    0.01    0.00   86749         std::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const [39]
-----------------------------------------------
                0.01    0.00   33240/33240       NgramList::insertNgram(std::string) [3]
[40]     3.3    0.01    0.00   33240         std::pair<std::string const, int>::pair<std::string&, int>(std::string&&&, int&&) [40]
                0.00    0.00   33240/33240       std::string&&& std::forward<std::string&>(std::identity<std::string&>::type&&) [110]
                0.00    0.00   33240/99696       int&& std::forward<int>(std::identity<int>::type&&) [73]
-----------------------------------------------
                0.01    0.00      34/34          NgramList::Ngram* std::uninitialized_copy<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*) [42]
[41]     3.3    0.01    0.00      34         NgramList::Ngram* std::__uninitialized_copy<false>::uninitialized_copy<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*) [41]
                0.00    0.00   65569/65569       bool std::operator!=<NgramList::Ngram*, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*> const&, std::move_iterator<NgramList::Ngram*> const&) [84]
                0.00    0.00   65535/65535       std::move_iterator<NgramList::Ngram*>::operator*() const [85]
                0.00    0.00   65535/65535       std::move_iterator<NgramList::Ngram*>::operator++() [86]
                0.00    0.00   65535/65535       void std::_Construct<NgramList::Ngram, NgramList::Ngram>(NgramList::Ngram*, NgramList::Ngram&&) [87]
-----------------------------------------------
                0.00    0.01      34/34          NgramList::Ngram* std::__uninitialized_copy_a<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, NgramList::Ngram>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [43]
[42]     3.3    0.00    0.01      34         NgramList::Ngram* std::uninitialized_copy<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*) [42]
                0.01    0.00      34/34          NgramList::Ngram* std::__uninitialized_copy<false>::uninitialized_copy<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*) [41]
-----------------------------------------------
                0.00    0.01      34/34          NgramList::Ngram* std::__uninitialized_move_a<NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram> >(NgramList::Ngram*, NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [44]
[43]     3.3    0.00    0.01      34         NgramList::Ngram* std::__uninitialized_copy_a<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, NgramList::Ngram>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [43]
                0.00    0.01      34/34          NgramList::Ngram* std::uninitialized_copy<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*) [42]
-----------------------------------------------
                0.00    0.01      34/34          void std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> >::_M_insert_aux<NgramList::Ngram const&>(__gnu_cxx::__normal_iterator<NgramList::Ngram*, std::vector<NgramList::Ngram, std::allocator<NgramList::Ngram> > >, NgramList::Ngram const&&&) [23]
[44]     3.3    0.00    0.01      34         NgramList::Ngram* std::__uninitialized_move_a<NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram> >(NgramList::Ngram*, NgramList::Ngram*, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [44]
                0.00    0.01      34/34          NgramList::Ngram* std::__uninitialized_copy_a<std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, NgramList::Ngram>(std::move_iterator<NgramList::Ngram*>, std::move_iterator<NgramList::Ngram*>, NgramList::Ngram*, std::allocator<NgramList::Ngram>&) [43]
                0.00    0.00      68/68          std::move_iterator<NgramList::Ngram*> std::make_move_iterator<NgramList::Ngram*>(NgramList::Ngram* const&) [125]
-----------------------------------------------
                0.00    0.01      19/19          void std::_Destroy<std::string*>(std::string*, std::string*) [46]
[45]     3.3    0.00    0.01      19         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [45]
                0.01    0.00  199649/199649      void std::_Destroy<std::string>(std::string*) [27]
-----------------------------------------------
                0.00    0.01      19/19          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [47]
[46]     3.3    0.00    0.01      19         void std::_Destroy<std::string*>(std::string*, std::string*) [46]
                0.00    0.01      19/19          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [45]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<std::string, std::allocator<std::string> >::~vector() [58]
                0.00    0.01      18/19          void std::vector<std::string, std::allocator<std::string> >::_M_insert_aux<std::string const&>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&&&) [6]
